pulled_on,published_at,video_id,title,views,likes,comments,url
2026-06-17,2026-06-15T23:14:16Z,qL48RlSTrkM,"Day 11 | Cleanliness of the body is fitting, but to seem better  — Musonius Rufus",171,1,0,https://youtube.com/shorts/qL48RlSTrkM
2026-06-17,2026-06-14T20:51:12Z,6gK4rVgWGeA,"Day 18 | While we wait to live, life passes. Nothing belongs to  — Seneca",418,10,1,https://youtube.com/shorts/6gK4rVgWGeA
2026-06-17,2026-06-13T20:53:18Z,1vW5QlYLtdY,Day 17 | The art of living is more like wrestling than dancing;  — Marcus Aurelius,292,5,0,https://youtube.com/shorts/1vW5QlYLtdY
2026-06-17,2026-06-13T17:37:30Z,JDnyFxuDpdI,Day 16 | The duties we owe are generally measured by our relatio — Epictetus,126,4,0,https://youtube.com/shorts/JDnyFxuDpdI
2026-06-17,2026-06-13T03:17:12Z,16EhiiMVOGs,Day 15 | I would rather have a man ask why no statue of me has b — Cato the Younger,158,6,0,https://youtube.com/shorts/16EhiiMVOGs
2026-06-17,2026-06-13T00:36:09Z,oCZC5RaCeDw,"Day 14 | The living being, from the moment of birth, perceives i — Hierocles",639,16,0,https://youtube.com/shorts/oCZC5RaCeDw
2026-06-17,2026-06-11T22:33:14Z,xYkjvnUmb6s,Living virtuously is equal to living in accordance with experience of  | Chrysippus,644,12,0,https://youtube.com/shorts/xYkjvnUmb6s
2026-06-17,2026-06-10T22:35:08Z,lXFma-NtLa8,"The fates guide the willing, but drag the unwilling. | Cleanthes",219,9,0,https://youtube.com/shorts/lXFma-NtLa8
2026-06-17,2026-06-10T21:47:50Z,n8MItlfdgB8,"We have two ears and one mouth, so we should listen more than we speak | Zeno of Citium",939,23,2,https://youtube.com/shorts/n8MItlfdgB8
2026-06-17,2026-06-10T01:03:10Z,v7_1bygaoI0,"Of things that exist, some are in our power, and some are not. We shou | Musonius Rufus",1054,30,0,https://youtube.com/shorts/v7_1bygaoI0
2026-06-17,2026-06-10T00:22:46Z,paiLb6IFvbk,You are living as if destined to live forever; your own frailty never  | Seneca,956,39,2,https://youtube.com/shorts/paiLb6IFvbk
2026-06-17,2026-06-09T22:03:55Z,YBWrR2JXG5M,"Whatever anyone does or says, I must be good. Like gold or emerald, ke | Marcus Aurelius",934,25,2,https://youtube.com/shorts/YBWrR2JXG5M
2026-06-17,2026-06-09T11:11:17Z,62_DzzBs1N0,"At dawn, when you struggle to rise, tell yourself: I am getting up to  | Marcus Aurelius",1051,48,5,https://youtube.com/shorts/62_DzzBs1N0
2026-06-17,2026-06-08T22:14:22Z,ajjwpsngSoc,"If you want to improve, be content to be seen as clueless or foolish i | Epictetus",565,36,0,https://youtube.com/shorts/ajjwpsngSoc
2026-06-18,2026-06-17T22:29:41Z,_MXQmYvQ39Y,Day 13 | When asked how the death of a wise man differs from a f — Zeno of Citium,34,2,0,https://youtube.com/shorts/_MXQmYvQ39Y
2026-06-18,2026-06-16T23:00:44Z,sKmNkVEAiiU,"Day 12 | If I followed the crowd, I would not be a philosopher. — Chrysippus",236,7,0,https://youtube.com/shorts/sKmNkVEAiiU
2026-06-18,2026-06-15T23:14:16Z,qL48RlSTrkM,"Day 11 | Cleanliness of the body is fitting, but to seem better  — Musonius Rufus",171,1,0,https://youtube.com/shorts/qL48RlSTrkM
2026-06-18,2026-06-14T20:51:12Z,6gK4rVgWGeA,"Day 18 | While we wait to live, life passes. Nothing belongs to  — Seneca",418,10,1,https://youtube.com/shorts/6gK4rVgWGeA
2026-06-18,2026-06-13T20:53:18Z,1vW5QlYLtdY,Day 17 | The art of living is more like wrestling than dancing;  — Marcus Aurelius,292,5,0,https://youtube.com/shorts/1vW5QlYLtdY
2026-06-18,2026-06-13T17:37:30Z,JDnyFxuDpdI,Day 16 | The duties we owe are generally measured by our relatio — Epictetus,126,4,0,https://youtube.com/shorts/JDnyFxuDpdI
2026-06-18,2026-06-13T03:17:12Z,16EhiiMVOGs,Day 15 | I would rather have a man ask why no statue of me has b — Cato the Younger,158,6,0,https://youtube.com/shorts/16EhiiMVOGs
2026-06-18,2026-06-13T00:36:09Z,oCZC5RaCeDw,"Day 14 | The living being, from the moment of birth, perceives i — Hierocles",639,16,0,https://youtube.com/shorts/oCZC5RaCeDw
2026-06-18,2026-06-11T22:33:14Z,xYkjvnUmb6s,Living virtuously is equal to living in accordance with experience of  | Chrysippus,644,12,0,https://youtube.com/shorts/xYkjvnUmb6s
2026-06-18,2026-06-10T22:35:08Z,lXFma-NtLa8,"The fates guide the willing, but drag the unwilling. | Cleanthes",219,9,0,https://youtube.com/shorts/lXFma-NtLa8
2026-06-18,2026-06-10T21:47:50Z,n8MItlfdgB8,"We have two ears and one mouth, so we should listen more than we speak | Zeno of Citium",939,23,2,https://youtube.com/shorts/n8MItlfdgB8
2026-06-18,2026-06-10T01:03:10Z,v7_1bygaoI0,"Of things that exist, some are in our power, and some are not. We shou | Musonius Rufus",1054,30,0,https://youtube.com/shorts/v7_1bygaoI0
2026-06-18,2026-06-10T00:22:46Z,paiLb6IFvbk,You are living as if destined to live forever; your own frailty never  | Seneca,956,39,2,https://youtube.com/shorts/paiLb6IFvbk
2026-06-18,2026-06-09T22:03:55Z,YBWrR2JXG5M,"Whatever anyone does or says, I must be good. Like gold or emerald, ke | Marcus Aurelius",934,25,2,https://youtube.com/shorts/YBWrR2JXG5M
2026-06-18,2026-06-09T11:11:17Z,62_DzzBs1N0,"At dawn, when you struggle to rise, tell yourself: I am getting up to  | Marcus Aurelius",1051,48,5,https://youtube.com/shorts/62_DzzBs1N0
2026-06-18,2026-06-17T22:29:41Z,_MXQmYvQ39Y,Day 13 | When asked how the death of a wise man differs from a f — Zeno of Citium,34,1,0,https://youtube.com/shorts/_MXQmYvQ39Y
2026-06-18,2026-06-16T23:00:44Z,sKmNkVEAiiU,"Day 12 | If I followed the crowd, I would not be a philosopher. — Chrysippus",239,7,0,https://youtube.com/shorts/sKmNkVEAiiU
2026-06-18,2026-06-15T23:14:16Z,qL48RlSTrkM,"Day 11 | Cleanliness of the body is fitting, but to seem better  — Musonius Rufus",171,1,0,https://youtube.com/shorts/qL48RlSTrkM
2026-06-18,2026-06-14T20:51:12Z,6gK4rVgWGeA,"Day 18 | While we wait to live, life passes. Nothing belongs to  — Seneca",418,10,1,https://youtube.com/shorts/6gK4rVgWGeA
2026-06-18,2026-06-13T20:53:18Z,1vW5QlYLtdY,Day 17 | The art of living is more like wrestling than dancing;  — Marcus Aurelius,292,5,0,https://youtube.com/shorts/1vW5QlYLtdY
2026-06-18,2026-06-13T17:37:30Z,JDnyFxuDpdI,Day 16 | The duties we owe are generally measured by our relatio — Epictetus,126,4,0,https://youtube.com/shorts/JDnyFxuDpdI
2026-06-18,2026-06-13T03:17:12Z,16EhiiMVOGs,Day 15 | I would rather have a man ask why no statue of me has b — Cato the Younger,158,6,0,https://youtube.com/shorts/16EhiiMVOGs
2026-06-18,2026-06-13T00:36:09Z,oCZC5RaCeDw,"Day 14 | The living being, from the moment of birth, perceives i — Hierocles",638,16,0,https://youtube.com/shorts/oCZC5RaCeDw
2026-06-18,2026-06-11T22:33:14Z,xYkjvnUmb6s,Living virtuously is equal to living in accordance with experience of  | Chrysippus,644,12,0,https://youtube.com/shorts/xYkjvnUmb6s
2026-06-18,2026-06-10T22:35:08Z,lXFma-NtLa8,"The fates guide the willing, but drag the unwilling. | Cleanthes",219,9,0,https://youtube.com/shorts/lXFma-NtLa8
2026-06-18,2026-06-10T21:47:50Z,n8MItlfdgB8,"We have two ears and one mouth, so we should listen more than we speak | Zeno of Citium",939,23,2,https://youtube.com/shorts/n8MItlfdgB8
2026-06-18,2026-06-10T01:03:10Z,v7_1bygaoI0,"Of things that exist, some are in our power, and some are not. We shou | Musonius Rufus",1054,30,0,https://youtube.com/shorts/v7_1bygaoI0
2026-06-18,2026-06-10T00:22:46Z,paiLb6IFvbk,You are living as if destined to live forever; your own frailty never  | Seneca,956,39,2,https://youtube.com/shorts/paiLb6IFvbk
2026-06-18,2026-06-09T22:03:55Z,YBWrR2JXG5M,"Whatever anyone does or says, I must be good. Like gold or emerald, ke | Marcus Aurelius",934,25,2,https://youtube.com/shorts/YBWrR2JXG5M
2026-06-18,2026-06-09T11:11:17Z,62_DzzBs1N0,"At dawn, when you struggle to rise, tell yourself: I am getting up to  | Marcus Aurelius",1051,48,5,https://youtube.com/shorts/62_DzzBs1N0
2026-06-18,2026-06-18T03:00:43Z,tgWhj1oONpA,"""You chose the shame"" — Musonius Rufus | Stoicism",63,1,2,https://youtube.com/shorts/tgWhj1oONpA
2026-06-18,2026-06-17T22:29:41Z,_MXQmYvQ39Y,"""You're dying clueless"" — Zeno of Citium | Stoicism",244,4,0,https://youtube.com/shorts/_MXQmYvQ39Y
2026-06-18,2026-06-16T23:00:44Z,sKmNkVEAiiU,"""You're just like everyone"" — Chrysippus | Stoicism",328,8,0,https://youtube.com/shorts/sKmNkVEAiiU
2026-06-18,2026-06-15T23:14:16Z,qL48RlSTrkM,"Day 11 | Cleanliness of the body is fitting, but to seem better  — Musonius Rufus",172,1,0,https://youtube.com/shorts/qL48RlSTrkM
2026-06-18,2026-06-14T20:51:12Z,6gK4rVgWGeA,"""You're still waiting to live"" — Seneca | Stoicism",420,10,1,https://youtube.com/shorts/6gK4rVgWGeA
2026-06-18,2026-06-13T20:53:18Z,1vW5QlYLtdY,"""You expected it easy"" — Marcus Aurelius | Stoicism",292,5,0,https://youtube.com/shorts/1vW5QlYLtdY
2026-06-18,2026-06-13T17:37:30Z,JDnyFxuDpdI,"""You're failing your father"" — Epictetus | Stoicism",126,4,0,https://youtube.com/shorts/JDnyFxuDpdI
2026-06-18,2026-06-13T03:17:12Z,16EhiiMVOGs,"""You crave the credit"" — Cato the Younger | Stoicism",158,6,0,https://youtube.com/shorts/16EhiiMVOGs
2026-06-18,2026-06-13T00:36:09Z,oCZC5RaCeDw,"""You forgot you exist"" — Hierocles | Stoicism",638,16,0,https://youtube.com/shorts/oCZC5RaCeDw
2026-06-18,2026-06-11T22:33:14Z,xYkjvnUmb6s,"""You're fighting reality"" — Chrysippus | Stoicism",644,12,0,https://youtube.com/shorts/xYkjvnUmb6s
2026-06-18,2026-06-10T22:35:08Z,lXFma-NtLa8,"""You're being dragged"" — Cleanthes | Stoicism",219,9,0,https://youtube.com/shorts/lXFma-NtLa8
2026-06-18,2026-06-10T21:47:50Z,n8MItlfdgB8,"""You talk too much"" — Zeno of Citium | Stoicism",939,23,2,https://youtube.com/shorts/n8MItlfdgB8
2026-06-18,2026-06-10T01:03:10Z,v7_1bygaoI0,"""You're blaming the wrong thing"" — Musonius Rufus | Stoicism",1054,30,0,https://youtube.com/shorts/v7_1bygaoI0
2026-06-18,2026-06-10T00:22:46Z,paiLb6IFvbk,"""You think you're immortal"" — Seneca | Stoicism",957,39,2,https://youtube.com/shorts/paiLb6IFvbk
2026-06-18,2026-06-09T22:03:55Z,YBWrR2JXG5M,"""You let them change you"" — Marcus Aurelius | Stoicism",934,25,2,https://youtube.com/shorts/YBWrR2JXG5M
2026-06-19,2026-06-18T03:00:43Z,tgWhj1oONpA,"""You chose the shame"" — Musonius Rufus | Stoicism",64,1,2,https://youtube.com/shorts/tgWhj1oONpA
2026-06-19,2026-06-17T22:29:41Z,_MXQmYvQ39Y,"""You're dying clueless"" — Zeno of Citium | Stoicism",250,4,0,https://youtube.com/shorts/_MXQmYvQ39Y
2026-06-19,2026-06-16T23:00:44Z,sKmNkVEAiiU,"""You're just like everyone"" — Chrysippus | Stoicism",328,8,0,https://youtube.com/shorts/sKmNkVEAiiU
2026-06-19,2026-06-15T23:14:16Z,qL48RlSTrkM,"Day 11 | Cleanliness of the body is fitting, but to seem better  — Musonius Rufus",172,1,0,https://youtube.com/shorts/qL48RlSTrkM
2026-06-19,2026-06-14T20:51:12Z,6gK4rVgWGeA,"""You're still waiting to live"" — Seneca | Stoicism",420,10,1,https://youtube.com/shorts/6gK4rVgWGeA
2026-06-19,2026-06-13T20:53:18Z,1vW5QlYLtdY,"""You expected it easy"" — Marcus Aurelius | Stoicism",292,5,0,https://youtube.com/shorts/1vW5QlYLtdY
2026-06-19,2026-06-13T17:37:30Z,JDnyFxuDpdI,"""You're failing your father"" — Epictetus | Stoicism",126,4,0,https://youtube.com/shorts/JDnyFxuDpdI
2026-06-19,2026-06-13T03:17:12Z,16EhiiMVOGs,"""You crave the credit"" — Cato the Younger | Stoicism",158,6,0,https://youtube.com/shorts/16EhiiMVOGs
2026-06-19,2026-06-13T00:36:09Z,oCZC5RaCeDw,"""You forgot you exist"" — Hierocles | Stoicism",638,16,0,https://youtube.com/shorts/oCZC5RaCeDw
2026-06-19,2026-06-11T22:33:14Z,xYkjvnUmb6s,"""You're fighting reality"" — Chrysippus | Stoicism",644,12,0,https://youtube.com/shorts/xYkjvnUmb6s
2026-06-19,2026-06-10T22:35:08Z,lXFma-NtLa8,"""You're being dragged"" — Cleanthes | Stoicism",219,9,0,https://youtube.com/shorts/lXFma-NtLa8
2026-06-19,2026-06-10T21:47:50Z,n8MItlfdgB8,"""You talk too much"" — Zeno of Citium | Stoicism",939,23,2,https://youtube.com/shorts/n8MItlfdgB8
2026-06-19,2026-06-10T01:03:10Z,v7_1bygaoI0,"""You're blaming the wrong thing"" — Musonius Rufus | Stoicism",1054,30,0,https://youtube.com/shorts/v7_1bygaoI0
2026-06-19,2026-06-10T00:22:46Z,paiLb6IFvbk,"""You think you're immortal"" — Seneca | Stoicism",957,39,2,https://youtube.com/shorts/paiLb6IFvbk
2026-06-19,2026-06-09T22:03:55Z,YBWrR2JXG5M,"""You let them change you"" — Marcus Aurelius | Stoicism",934,25,2,https://youtube.com/shorts/YBWrR2JXG5M
2026-06-19,2026-06-19T01:04:16Z,bjBhTuiqWEE,"""You're fighting reality"" — Epictetus | Stoicism",194,6,2,https://youtube.com/shorts/bjBhTuiqWEE
2026-06-19,2026-06-18T03:00:43Z,tgWhj1oONpA,"""You'll regret that pleasure"" — Musonius Rufus | Stoicism",211,5,2,https://youtube.com/shorts/tgWhj1oONpA
2026-06-19,2026-06-17T22:29:41Z,_MXQmYvQ39Y,"""You'll die wandering"" — Zeno of Citium | Stoicism",640,12,0,https://youtube.com/shorts/_MXQmYvQ39Y
2026-06-19,2026-06-16T23:00:44Z,sKmNkVEAiiU,"""You're just following everyone"" — Chrysippus | Stoicism",329,8,0,https://youtube.com/shorts/sKmNkVEAiiU
2026-06-19,2026-06-15T23:14:16Z,qL48RlSTrkM,"Day 11 | Cleanliness of the body is fitting, but to seem better  — Musonius Rufus",172,1,0,https://youtube.com/shorts/qL48RlSTrkM
2026-06-19,2026-06-14T20:51:12Z,6gK4rVgWGeA,"""You're still waiting"" — Seneca | Stoicism",420,10,1,https://youtube.com/shorts/6gK4rVgWGeA
2026-06-19,2026-06-13T20:53:18Z,1vW5QlYLtdY,"""You're not ready for this"" — Marcus Aurelius | Stoicism",292,5,0,https://youtube.com/shorts/1vW5QlYLtdY
2026-06-19,2026-06-13T17:37:30Z,JDnyFxuDpdI,"""You're avoiding your family"" — Epictetus | Stoicism",126,4,0,https://youtube.com/shorts/JDnyFxuDpdI
2026-06-19,2026-06-13T03:17:12Z,16EhiiMVOGs,"""You crave the credit"" — Cato the Younger | Stoicism",158,6,0,https://youtube.com/shorts/16EhiiMVOGs
2026-06-19,2026-06-13T00:36:09Z,oCZC5RaCeDw,"""You don't know yourself"" — Hierocles | Stoicism",638,16,0,https://youtube.com/shorts/oCZC5RaCeDw
2026-06-19,2026-06-11T22:33:14Z,xYkjvnUmb6s,"""You're fighting reality"" — Chrysippus | Stoicism",644,12,0,https://youtube.com/shorts/xYkjvnUmb6s
2026-06-19,2026-06-10T22:35:08Z,lXFma-NtLa8,"""You're being dragged anyway"" — Cleanthes | Stoicism",219,9,0,https://youtube.com/shorts/lXFma-NtLa8
2026-06-19,2026-06-10T21:47:50Z,n8MItlfdgB8,"""You talk too much"" — Zeno of Citium | Stoicism",939,23,2,https://youtube.com/shorts/n8MItlfdgB8
2026-06-19,2026-06-10T01:03:10Z,v7_1bygaoI0,"""Stop blaming everyone else"" — Musonius Rufus | Stoicism",1054,30,0,https://youtube.com/shorts/v7_1bygaoI0
2026-06-19,2026-06-10T00:22:46Z,paiLb6IFvbk,"""You think you're immortal"" — Seneca | Stoicism",957,39,2,https://youtube.com/shorts/paiLb6IFvbk
